id,b,c,v,t
1046026,1,46,26,"All the souls that came with Jacob into Egypt, which came out of his loins, besides Jacob's sons' wives, all the souls were threescore and six;"
1046027,1,46,27,"And the sons of Joseph, which were born him in Egypt, were two souls: all the souls of the house of Jacob, which came into Egypt, were threescore and ten."
1046028,1,46,28,"And he sent Judah before him unto Joseph, to direct his face unto Goshen; and they came into the land of Goshen."
1046029,1,46,29,"And Joseph made ready his chariot, and went up to meet Israel his father, to Goshen, and presented himself unto him; and he fell on his neck, and wept on his neck a good while."
1046030,1,46,30,"And Israel said unto Joseph, Now let me die, since I have seen thy face, because thou art yet alive."
1046031,1,46,31,"And Joseph said unto his brethren, and unto his father's house, I will go up, and show Pharaoh, and say unto him, My brethren, and my father's house, which were in the land of Canaan, are come unto me;"
1046032,1,46,32,"And the men are shepherds, for their trade hath been to feed cattle; and they have brought their flocks, and their herds, and all that they have."
1046033,1,46,33,"And it shall come to pass, when Pharaoh shall call you, and shall say, What is your occupation?"
1046034,1,46,34,"That ye shall say, Thy servants' trade hath been about cattle from our youth even until now, both we, and also our fathers: that ye may dwell in the land of Goshen; for every shepherd is an abomination unto the Egyptians."
1047001,1,47,1,"Then Joseph came and told Pharaoh, and said, My father and my brethren, and their flocks, and their herds, and all that they have, are come out of the land of Canaan; and, behold, they are in the land of Goshen."
1047002,1,47,2,"And he took some of his brethren, even five men, and presented them unto Pharaoh."
1047003,1,47,3,"And Pharaoh said unto his brethren, What is your occupation? And they said unto Pharaoh, Thy servants are shepherds, both we, and also our fathers."
1047004,1,47,4,"They said moreover unto Pharaoh, For to sojourn in the land are we come; for thy servants have no pasture for their flocks; for the famine is sore in the land of Canaan: now therefore, we pray thee, let thy servants dwell in the land of Goshen."
1047005,1,47,5,"And Pharaoh spake unto Joseph, saying, Thy father and thy brethren are come unto thee:"
1047006,1,47,6,"The land of Egypt is before thee; in the best of the land make thy father and brethren to dwell; in the land of Goshen let them dwell: and if thou knowest any men of activity among them, then make them rulers over my cattle."
1047007,1,47,7,"And Joseph brought in Jacob his father, and set him before Pharaoh: and Jacob blessed Pharaoh."
1047008,1,47,8,"And Pharaoh said unto Jacob, How old art thou?"
1047009,1,47,9,"And Jacob said unto Pharaoh, The days of the years of my pilgrimage are an hundred and thirty years: few and evil have the days of the years of my life been, and have not attained unto the days of the years of the life of my fathers in the days of their pilgrimage."
1047010,1,47,10,"And Jacob blessed Pharaoh, and went out from before Pharaoh."
1047011,1,47,11,"And Joseph placed his father and his brethren, and gave them a possession in the land of Egypt, in the best of the land, in the land of Rameses, as Pharaoh had commanded."
1047012,1,47,12,"And Joseph nourished his father, and his brethren, and all his father's household, with bread, according to their families."
1047013,1,47,13,"And there was no bread in all the land; for the famine was very sore, so that the land of Egypt and all the land of Canaan fainted by reason of the famine."
1047014,1,47,14,"And Joseph gathered up all the money that was found in the land of Egypt, and in the land of Canaan, for the corn which they bought: and Joseph brought the money into Pharaoh's house."
1047015,1,47,15,"And when money failed in the land of Egypt, and in the land of Canaan, all the Egyptians came unto Joseph, and said, Give us bread: for why should we die in thy presence? for the money faileth."
1047016,1,47,16,"And Joseph said, Give your cattle; and I will give you for your cattle, if money fail."
1047017,1,47,17,"And they brought their cattle unto Joseph: and Joseph gave them bread in exchange for horses, and for the flocks, and for the cattle of the herds, and for the asses: and he fed them with bread for all their cattle for that year."
1047018,1,47,18,"When that year was ended, they came unto him the second year, and said unto him, We will not hide it from my lord, how that our money is spent; my lord also hath our herds of cattle; there is not ought left in the sight of my lord, but our bodies, and our lands:"
1047019,1,47,19,"Wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, that the land be not desolate."
1047020,1,47,20,"And Joseph bought all the land of Egypt for Pharaoh; for the Egyptians sold every man his field, because the famine prevailed over them: so the land became Pharaoh's."
1047021,1,47,21,"And as for the people, he removed them to cities from one end of the borders of Egypt even to the other end thereof."
1047022,1,47,22,"Only the land of the priests bought he not; for the priests had a portion assigned them of Pharaoh, and did eat their portion which Pharaoh gave them: wherefore they sold not their lands."
1047023,1,47,23,"Then Joseph said unto the people, Behold, I have bought you this day and your land for Pharaoh: lo, here is seed for you, and ye shall sow the land."
1047024,1,47,24,"And it shall come to pass in the increase, that ye shall give the fifth part unto Pharaoh, and four parts shall be your own, for seed of the field, and for your food, and for them of your households, and for food for your little ones."
1047025,1,47,25,"And they said, Thou hast saved our lives: let us find grace in the sight of my lord, and we will be Pharaoh's servants."
1047026,1,47,26,"And Joseph made it a law over the land of Egypt unto this day, that Pharaoh should have the fifth part, except the land of the priests only, which became not Pharaoh's."
1047027,1,47,27,"And Israel dwelt in the land of Egypt, in the country of Goshen; and they had possessions therein, and grew, and multiplied exceedingly."
1047028,1,47,28,"And Jacob lived in the land of Egypt seventeen years: so the whole age of Jacob was an hundred forty and seven years."
1047029,1,47,29,"And the time drew nigh that Israel must die: and he called his son Joseph, and said unto him, If now I have found grace in thy sight, put, I pray thee, thy hand under my thigh, and deal kindly and truly with me; bury me not, I pray thee, in Egypt:"
1047030,1,47,30,"But I will lie with my fathers, and thou shalt carry me out of Egypt, and bury me in their buryingplace. And he said, I will do as thou hast said."
1047031,1,47,31,"And he said, Swear unto me. And he sware unto him. And Israel bowed himself upon the bed's head."
1048001,1,48,1,"And it came to pass after these things, that one told Joseph, Behold, thy father is sick: and he took with him his two sons, Manasseh and Ephraim."
1048002,1,48,2,"And one told Jacob, and said, Behold, thy son Joseph cometh unto thee: and Israel strengthened himself, and sat upon the bed."
1048003,1,48,3,"And Jacob said unto Joseph, God Almighty appeared unto me at Luz in the land of Canaan, and blessed me,"
1048004,1,48,4,"And said unto me, Behold, I will make thee fruitful, and multiply thee, and I will make of thee a multitude of people; and will give this land to thy seed after thee for an everlasting possession."
1048005,1,48,5,"And now thy two sons, Ephraim and Manasseh, which were born unto thee in the land of Egypt before I came unto thee into Egypt, are mine; as Reuben and Simeon, they shall be mine."
